TransactionID,CustomerID,Date,ProductID,ProductName,Category,Quantity,PricePerUnit,PaymentMethod,Status,TotalAmount,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,WebsiteClickRate,TimeSpentOnSite,SocialMediaEngagement,AdClickHistory,CustomerSentimentScore,Churn,AcquisitionSource
T00741,C0330,2023-07-02,P158,Nice,Clothing,4,199.7,PayPal,Pending,798.8,26.0,Female,Leeview,Gold,23,3769.47,Accessories,2023-02-02,2.6,6.47,Low,9.78,0.54,1,Online Ads
T00742,C0346,2023-10-27,P874,Car,Fitness,2,82.26,PayPal,Completed,164.52,60.0,Male,Lake Erica,Platinum,31,8773.05,Accessories,2024-12-16,5.24,23.68,High,18.32,0.68,1,Social Media - TikTok
T00743,C0447,2024-06-17,P434,Human,Fitness,1,204.97,Debit Card,Canceled,204.97,36.0,Female,New Sara,Platinum,1,8453.79,Clothing,2023-11-09,1.66,11.74,Low,14.84,0.5,0,Social Media - Instagram
T00744,C0013,2024-08-25,P871,Statement,Fitness,2,79.1,Debit Card,Completed,158.2,32.0,Female,Kathrynport,Silver,74,6705.82,Accessories,2023-09-18,2.35,6.32,Medium,7.72,0.71,0,Online Ads
T00745,C0369,2023-06-26,P545,Participant,Clothing,1,340.28,Apple Pay,,340.28,56.0,Male,Roberthaven,Bronze,21,9598.92,Clothing,2023-03-15,7.92,20.66,Medium,10.49,0.92,1,Online Ads
T00746,C0417,2024-08-26,P517,Task,Electronics,2,209.03,Debit Card,Canceled,418.06,45.0,Male,South Alexis,Platinum,14,5355.09,Clothing,2023-07-20,5.83,19.87,Medium,15.16,0.6,1,Online Ads
T00747,C0162,2024-05-02,P236,Indeed,Fitness,4,258.97,PayPal,Completed,1035.88,46.0,Male,Lynnville,Gold,10,5513.76,Electronics,2023-07-03,2.83,27.03,High,7.59,0.93,0,Online Ads
T00748,C0095,2023-12-01,P689,Very,Fitness,1,220.15,Credit Card,Pending,220.15,,Male,Holmesland,Platinum,45,972.66,Electronics,2023-11-28,6.64,13.66,Low,12.08,0.89,1,Social Media - X
T00749,C0440,2023-02-08,P254,Now,Fitness,5,13.09,Credit Card,Completed,65.45,20.0,Male,Jessicamouth,Platinum,47,3506.72,Clothing,2024-01-17,8.9,16.72,Low,3.46,0.56,1,Online Ads
T00750,C0449,2024-10-14,P102,Tax,Clothing,2,29.57,Debit Card,Pending,59.14,47.0,Female,East Reginafort,Bronze,85,6025.9,Home Goods,2024-05-01,6.15,24.28,High,17.79,0.83,1,Social Media - X
T00751,C0299,2024-05-26,P555,Quite,Accessories,3,85.49,Apple Pay,Completed,256.46999999999997,47.0,Male,Donaldmouth,,23,9878.18,Electronics,2023-11-05,5.98,5.12,High,7.98,0.8,1,Online Ads
T00752,C0079,2023-05-09,P220,Way,Accessories,2,23.78,PayPal,Pending,47.56,43.0,Female,Priceport,Silver,20,7571.12,Electronics,2023-08-05,7.48,22.53,Low,8.62,0.33,1,Outlet
T00753,C0418,2024-02-29,P101,May,Electronics,2,378.17,PayPal,Canceled,756.34,43.0,Male,Lindseyside,Gold,75,449.06,Accessories,2024-08-06,2.17,29.27,Medium,8.68,0.58,0,Social Media - TikTok
T00754,C0046,2024-01-28,P502,Continue,Electronics,4,370.28,Debit Card,Pending,1481.12,43.0,,East Christinemouth,Bronze,65,2376.27,Clothing,2024-04-29,9.42,21.03,Medium,10.21,0.48,0,Social Media - X
T00755,C0348,2023-01-23,P530,Detail,Electronics,4,63.07,Apple Pay,Completed,252.28,52.0,Female,,Silver,76,6881.5,Home Goods,2023-09-29,2.0,23.2,High,10.51,0.76,1,Online Ads
T00756,C0036,2024-06-17,P608,Glass,Accessories,2,70.39,Credit Card,Canceled,140.78,,Male,West Mollyland,,22,5498.92,Home Goods,2023-12-28,2.24,26.26,Low,3.72,0.36,0,Outlet
T00757,C0072,2023-05-16,P165,Hair,Home Goods,1,47.06,Apple Pay,Canceled,47.06,47.0,Female,Francoborough,Gold,89,2995.55,Clothing,2024-07-29,4.0,27.41,Low,11.54,0.79,0,Social Media - TikTok
T00758,C0092,2025-01-04,P994,Small,Clothing,2,261.06,Debit Card,Canceled,522.12,40.0,Female,North Janice,Gold,23,9791.32,Clothing,2024-09-27,9.8,26.68,Low,15.56,0.58,1,Social Media - Instagram
T00759,C0238,2023-12-07,P569,Detail,Clothing,4,24.1,Credit Card,Pending,96.4,43.0,Male,Hillfurt,Silver,7,4539.15,Electronics,2024-07-25,8.5,17.2,High,13.63,0.32,0,Outlet
T00760,C0022,2024-08-12,P209,Line,Home Goods,1,464.19,Apple Pay,Pending,464.19,44.0,Male,Allenland,Silver,22,1810.89,Clothing,2023-06-11,1.66,13.95,Medium,16.61,0.32,0,Outlet
T00761,C0238,2024-04-19,P842,Include,Home Goods,5,215.19,Credit Card,Pending,1075.95,43.0,Male,Hillfurt,Silver,7,4539.15,Electronics,2024-07-25,8.5,17.2,High,13.63,0.32,0,Outlet
T00762,C0383,2024-07-19,P299,They,Fitness,2,344.4,Apple Pay,Completed,688.8,29.0,Male,Mitchellshire,Bronze,57,6262.49,Accessories,2024-10-09,3.25,20.58,Medium,18.0,0.62,0,Social Media - Facebook
T00763,C0312,2024-03-14,P564,Throw,Electronics,5,289.55,Credit Card,Canceled,1447.75,62.0,Male,West Brandonville,Platinum,33,8715.37,Home Goods,2024-02-02,3.57,16.99,High,8.98,0.31,1,Online Ads
T00764,C0244,2023-10-24,P373,Chance,Accessories,2,383.53,Credit Card,Pending,767.06,26.0,Male,Port Adambury,Gold,25,3803.69,Fitness,2023-08-05,2.29,8.12,Low,11.06,0.58,1,Outlet
T00765,C0079,2024-11-19,P552,Speech,Accessories,5,299.12,Apple Pay,Canceled,1495.6,43.0,Female,Priceport,Silver,20,7571.12,Electronics,2023-08-05,7.48,22.53,Low,8.62,0.33,1,Outlet
T00766,C0220,2024-03-06,P477,Would,Home Goods,1,187.48,PayPal,Pending,187.48,24.0,Male,West Michaelview,Platinum,44,4274.74,Clothing,2023-09-10,8.13,11.83,High,7.69,0.96,0,Social Media - TikTok
T00767,C0196,2023-09-09,P999,Hair,Fitness,4,280.45,Apple Pay,Canceled,1121.8,58.0,Female,Eddieview,Bronze,78,1670.15,Fitness,2025-01-07,7.6,16.76,Low,17.76,0.49,0,Outlet
T00768,C0198,2023-10-26,P593,Certain,Home Goods,1,211.16,Credit Card,Completed,211.16,63.0,Female,Alexanderview,Platinum,45,9368.5,Home Goods,2023-01-22,5.29,27.8,High,18.68,0.62,1,Outlet
T00769,C0267,2023-11-07,P899,Discussion,Fitness,4,322.35,Debit Card,Completed,1289.4,35.0,Female,West Shannon,Silver,27,782.63,Fitness,2023-10-30,8.45,18.16,High,8.9,0.96,1,Social Media - TikTok
T00770,C0474,2024-02-14,P786,Reach,Clothing,1,123.6,Apple Pay,Pending,123.6,37.0,Female,New Thomas,Silver,95,5500.36,Home Goods,2024-05-26,3.83,14.73,High,17.25,0.96,0,Outlet
T00771,C0325,2024-12-31,P356,Specific,Fitness,5,253.99,Debit Card,Canceled,1269.95,60.0,Female,Millerchester,Platinum,18,9939.17,Home Goods,2024-02-28,9.17,7.13,Medium,16.53,0.5,0,Social Media - Instagram
T00772,C0267,2024-12-01,P643,Reason,Accessories,3,331.86,Apple Pay,Pending,995.58,35.0,Female,West Shannon,Silver,27,782.63,Fitness,2023-10-30,8.45,18.16,High,8.9,0.96,1,Social Media - TikTok
T00773,C0181,2024-01-13,P362,,Fitness,3,497.36,Credit Card,Canceled,1492.08,51.0,Male,North Ryanton,Silver,63,8908.29,Home Goods,2023-07-28,3.64,21.64,Medium,4.39,0.64,0,Outlet
T00774,C0271,2024-05-23,P902,These,Electronics,1,66.96,Credit Card,Pending,66.96,,,Brooksland,Silver,2,8894.03,Electronics,2024-06-26,8.74,14.88,Medium,19.03,0.46,0,Social Media - Facebook
T00775,C0475,2024-03-11,P862,Wear,Fitness,2,410.71,Debit Card,Pending,821.42,53.0,Male,West Jacobside,Bronze,84,3299.95,Accessories,2024-07-10,6.41,13.53,High,18.77,0.42,0,Social Media - Instagram
T00776,C0455,2023-01-24,P180,,Fitness,5,332.02,PayPal,Pending,1660.1,32.0,Female,,Platinum,72,3596.89,Fitness,2023-11-05,5.87,15.43,Low,10.5,0.68,1,Outlet
T00777,C0289,2024-02-02,P328,Store,Clothing,3,441.47,Credit Card,Canceled,1324.41,56.0,,Paulstad,Gold,25,1493.65,Fitness,2023-12-29,9.68,9.23,Medium,7.18,0.8,0,Social Media - TikTok
T00778,C0018,2024-09-03,P174,Remember,Fitness,2,228.76,Credit Card,Canceled,457.52,51.0,Female,,Bronze,4,593.78,Clothing,2024-09-18,1.08,9.54,Low,1.72,0.63,0,Social Media - TikTok
T00779,C0030,2023-05-22,P751,So,Electronics,2,235.3,Debit Card,Completed,470.6,59.0,Male,Jenniferfurt,,33,5683.07,Clothing,2023-07-22,1.2,21.99,Medium,5.55,0.72,0,Outlet
T00780,C0365,2024-10-02,P928,Bring,Accessories,3,252.69,PayPal,Canceled,758.0699999999999,56.0,Male,East Daniel,Bronze,8,4834.19,Fitness,2023-07-13,4.81,25.66,Medium,5.09,0.77,0,Social Media - TikTok
T00781,C0331,2024-08-26,P843,Entire,Fitness,3,279.86,Debit Card,Canceled,839.58,59.0,Female,Jasonmouth,Gold,38,4612.95,Electronics,2023-12-14,8.08,19.74,Medium,7.37,0.98,1,Online Ads
T00782,C0106,2024-07-10,P941,Wind,Clothing,3,173.56,Credit Card,Pending,520.6800000000001,26.0,Male,South Markbury,Bronze,37,8529.99,Home Goods,2023-12-14,4.1,15.14,High,10.5,0.94,1,Outlet
T00783,C0195,2024-07-10,P175,Commercial,Fitness,5,267.28,Debit Card,Completed,1336.3999999999999,29.0,Female,Patrickhaven,Silver,42,8282.53,Clothing,2023-05-16,8.81,7.55,Medium,4.44,0.92,1,Social Media - Facebook
T00784,C0118,2024-03-28,P617,Image,Home Goods,3,98.19,PayPal,Completed,294.57,53.0,Female,South Kevinview,Silver,17,1077.62,Accessories,2024-02-29,5.99,16.69,High,2.44,0.94,0,Social Media - Instagram
T00785,C0082,2025-01-03,P259,Beautiful,Accessories,5,397.15,Debit Card,Canceled,1985.75,20.0,Female,East Marybury,,55,6647.63,Home Goods,2024-09-22,5.17,25.32,Low,17.85,0.64,1,Online Ads
T00786,C0144,2023-10-08,P838,,Accessories,2,55.85,Apple Pay,Canceled,111.7,36.0,Male,Oscarburgh,Platinum,19,2544.06,Fitness,2023-05-08,2.08,14.4,High,5.01,0.62,0,Online Ads
T00787,C0412,2024-08-28,P277,Rest,Clothing,2,37.93,Debit Card,Pending,75.86,48.0,Female,Warrenport,Bronze,45,1742.95,Clothing,2023-10-03,7.06,11.35,Low,9.49,0.87,0,Online Ads
T00788,C0462,2024-03-29,P729,Doctor,Accessories,2,135.53,,Canceled,271.06,53.0,,,Bronze,5,9133.55,Clothing,2023-12-02,6.72,9.73,Low,7.81,0.8,0,Online Ads
T00789,C0193,2024-05-05,P438,Say,Fitness,1,46.95,PayPal,Pending,46.95,21.0,Female,New Kayla,Bronze,7,5820.43,Electronics,2023-10-11,3.02,24.19,High,19.47,0.48,0,Online Ads
T00790,C0038,2023-09-04,P557,Positive,Accessories,1,456.21,PayPal,Completed,456.21,22.0,Male,West Laura,Gold,8,1957.55,Electronics,2023-07-30,4.34,14.47,Medium,3.38,0.56,1,Outlet
T00791,C0059,2023-09-25,P558,Big,Electronics,3,148.29,Debit Card,Pending,444.87,48.0,Male,Port Jared,Silver,77,5570.81,Electronics,2023-04-22,7.76,19.36,High,11.84,0.6,1,Online Ads
T00792,C0123,2024-07-20,P425,Production,Fitness,1,72.17,Credit Card,Completed,72.17,42.0,Male,Port Wendyshire,Gold,53,1974.25,Clothing,2024-01-04,1.7,23.77,High,15.56,0.97,1,Outlet
T00793,C0018,2023-07-24,P848,Blood,Clothing,2,230.4,Credit Card,Pending,460.8,51.0,Female,,Bronze,4,593.78,Clothing,2024-09-18,1.08,9.54,Low,1.72,0.63,0,Social Media - TikTok
T00794,C0087,2023-05-20,P489,Personal,Electronics,4,415.89,,Pending,1663.56,54.0,Male,South Mercedes,Gold,39,2879.83,Fitness,2023-12-01,1.08,12.96,Low,9.61,0.55,1,Social Media - X
T00795,C0270,2024-09-15,P965,It,Electronics,4,23.21,PayPal,Pending,92.84,20.0,Male,North Melanie,Platinum,39,2974.12,Clothing,2023-12-19,2.26,23.91,Medium,11.68,0.81,1,Online Ads
T00796,C0146,2023-09-13,P976,Follow,Clothing,4,452.06,Credit Card,Pending,1808.24,37.0,Male,,Bronze,93,3698.93,Fitness,2025-01-02,1.09,5.27,High,3.99,0.44,1,Online Ads
T00797,C0056,2024-08-02,P820,He,Home Goods,1,309.48,Apple Pay,Pending,309.48,25.0,Female,Perkinsview,,58,2709.34,Clothing,2023-02-25,2.36,21.3,High,10.1,0.79,0,Social Media - X
T00798,C0148,2024-08-16,P511,Only,Home Goods,3,134.52,Credit Card,Completed,403.56000000000006,41.0,Female,Bryanview,Gold,34,9785.35,Electronics,2023-12-08,2.49,11.46,Low,15.52,0.38,0,Social Media - X
T00799,C0184,2023-09-30,P453,Think,Home Goods,5,74.57,Credit Card,Pending,372.84999999999997,18.0,Female,Michaelhaven,Bronze,38,7222.24,Home Goods,2024-02-15,6.85,20.16,Low,13.02,0.6,0,Social Media - X
T00800,C0152,2024-10-06,P246,Next,Fitness,5,108.96,Credit Card,Completed,544.8,37.0,,Monicastad,Platinum,1,6000.11,Accessories,2023-03-03,2.36,29.45,Medium,17.46,0.5,1,Social Media - TikTok
T00801,C0093,2024-10-29,P777,Model,Electronics,5,406.02,Debit Card,Pending,2030.1,55.0,Male,Morganmouth,Platinum,27,7660.07,Fitness,2023-08-21,5.94,27.77,Low,6.35,0.66,0,Social Media - X
T00802,C0378,2023-04-24,P227,Paper,Electronics,1,407.49,Debit Card,Canceled,407.49,23.0,Male,Port Katrinaland,,89,4319.75,Electronics,2024-01-17,9.19,9.55,Medium,17.21,0.33,1,Outlet
T00803,C0108,2023-10-19,P334,Poor,Accessories,2,326.42,Debit Card,Completed,652.84,53.0,Female,Terrellbury,Bronze,94,8223.04,Home Goods,2024-01-03,5.17,10.79,Low,5.91,0.37,1,Social Media - TikTok
T00804,C0434,2024-11-22,P136,Size,Home Goods,1,24.69,Apple Pay,Pending,24.69,61.0,Male,North Charlesmouth,Gold,56,3652.5,Clothing,2024-12-27,9.49,15.14,High,17.42,0.68,1,Online Ads
T00805,C0106,2024-07-23,P891,Girl,Clothing,3,423.45,PayPal,Canceled,1270.35,26.0,Male,South Markbury,Bronze,37,8529.99,Home Goods,2023-12-14,4.1,15.14,High,10.5,0.94,1,Outlet
T00806,C0237,2024-02-05,P336,Radio,Electronics,2,47.84,Apple Pay,Pending,95.68,36.0,Male,New Debra,Silver,49,3993.45,Fitness,2024-08-04,2.45,29.0,High,11.91,0.72,0,Outlet
T00807,C0149,2024-01-17,P637,Couple,Clothing,4,75.52,Credit Card,Canceled,302.08,50.0,Male,Edgarstad,Bronze,87,2463.05,Clothing,2023-03-16,3.62,23.94,Medium,6.71,0.89,0,Online Ads
T00808,C0289,2023-11-17,P595,Current,Clothing,2,214.07,PayPal,Pending,428.14,56.0,,Paulstad,Gold,25,1493.65,Fitness,2023-12-29,9.68,9.23,Medium,7.18,0.8,0,Social Media - TikTok
T00809,C0493,2024-04-25,P530,Four,Clothing,5,268.87,PayPal,Completed,1344.35,35.0,Female,Katieside,Gold,99,6533.85,Fitness,2023-07-18,3.71,17.67,Low,5.56,0.58,0,Outlet
T00810,C0213,2024-03-04,P868,Everybody,Fitness,3,32.52,Apple Pay,Completed,97.56,42.0,,South Tara,Platinum,16,2682.69,Accessories,2024-03-10,5.87,8.28,Medium,7.8,0.48,0,Online Ads
T00811,C0374,2024-08-01,P672,Skin,Electronics,3,89.37,Apple Pay,Pending,268.11,41.0,Male,South Justinland,Bronze,79,5614.58,Accessories,2023-05-06,2.37,20.29,Medium,2.7,0.73,1,Outlet
T00812,C0436,2023-08-05,P717,More,Electronics,1,457.6,Apple Pay,Canceled,457.6,37.0,Male,Lake Christopher,Silver,65,5693.12,Fitness,2024-08-30,8.7,24.82,High,11.9,0.41,0,Outlet
T00813,C0486,2024-05-27,P877,,Accessories,3,192.31,Credit Card,Completed,576.9300000000001,24.0,Female,Joshuastad,Silver,7,3321.08,Home Goods,2023-06-11,3.5,25.47,Low,4.25,0.69,1,Social Media - Facebook
T00814,C0131,2023-05-28,P274,,Home Goods,2,262.68,Credit Card,Canceled,525.36,62.0,Male,Stewartville,Gold,49,723.5,Clothing,2023-01-29,6.85,12.48,High,19.52,0.31,1,Online Ads
T00815,C0434,2024-10-23,P149,Anything,Clothing,5,131.93,Debit Card,Completed,659.6500000000001,61.0,Male,North Charlesmouth,Gold,56,3652.5,Clothing,2024-12-27,9.49,15.14,High,17.42,0.68,1,Online Ads
T00816,C0148,2023-09-15,P587,Subject,Electronics,4,33.74,Debit Card,Canceled,134.96,41.0,Female,Bryanview,Gold,34,9785.35,Electronics,2023-12-08,2.49,11.46,Low,15.52,0.38,0,Social Media - X
T00817,C0463,2023-10-25,P713,Administration,Clothing,1,479.4,Apple Pay,Canceled,479.4,46.0,Male,Lake Lukehaven,Gold,70,9865.02,Home Goods,2024-05-25,1.74,5.56,High,7.91,0.5,1,Outlet
T00818,C0377,2024-07-28,P390,Energy,Electronics,1,153.55,Apple Pay,Completed,153.55,19.0,Male,Millerchester,Gold,26,2095.77,Electronics,2023-11-01,4.31,28.45,Medium,12.96,0.79,0,Outlet
T00819,C0328,2024-01-01,P213,Child,Clothing,2,158.56,Debit Card,,317.12,63.0,Female,East Diana,Platinum,67,4697.75,Electronics,2023-08-13,5.3,13.82,High,12.17,0.59,1,Online Ads
T00820,C0464,2024-10-18,P528,Two,Electronics,1,137.65,Debit Card,Completed,137.65,64.0,Female,Kristinmouth,Platinum,31,6259.23,Clothing,2024-06-06,2.25,26.53,Low,17.21,0.91,0,Online Ads
T00821,C0358,2023-12-27,P781,Hit,Fitness,5,405.83,,Pending,2029.1499999999999,56.0,Female,North Seanmouth,Silver,43,1513.27,Home Goods,2023-12-16,5.53,22.12,Medium,3.53,0.48,1,Social Media - Instagram
T00822,C0275,2023-11-17,P557,Story,Home Goods,2,52.97,PayPal,Completed,105.94,43.0,Female,North Dianamouth,,40,9008.85,Home Goods,2024-02-24,1.1,11.55,High,1.03,0.34,1,Outlet
T00823,C0008,2023-03-10,P663,Herself,Fitness,1,203.65,Debit Card,Canceled,203.65,51.0,Female,New Jeffrey,Platinum,54,9394.03,Clothing,2023-05-22,9.21,25.65,High,7.81,0.77,1,Online Ads
T00824,C0096,2023-07-09,P216,Rock,Accessories,4,160.3,PayPal,Pending,641.2,46.0,Male,Elliottmouth,Platinum,94,7128.71,Clothing,2023-06-08,8.18,5.39,High,17.45,0.71,0,Outlet
T00825,C0326,2023-02-22,P662,Treat,Accessories,3,379.02,PayPal,Completed,1137.06,,Female,New Courtney,Silver,63,560.56,Clothing,2024-09-06,4.34,22.72,High,10.77,0.31,1,Outlet
T00826,C0215,2024-05-22,P786,Heavy,Home Goods,5,156.63,Debit Card,Pending,783.15,51.0,Female,East Amber,Gold,2,7199.21,Electronics,2023-10-12,3.88,7.29,Medium,9.36,0.44,1,Social Media - Instagram
T00827,C0033,2023-07-31,P107,Wind,Accessories,2,376.19,Apple Pay,Canceled,752.38,30.0,Male,West Jeremy,Gold,2,1190.69,Electronics,2024-10-02,2.15,22.69,Medium,19.68,0.75,1,Online Ads
T00828,C0496,2023-09-23,P273,Course,Accessories,3,203.84,Debit Card,Pending,611.52,44.0,Female,West Megan,Platinum,22,2871.78,Fitness,2024-12-17,8.1,9.27,Medium,5.11,0.51,1,Social Media - X
T00829,C0073,2024-01-14,P617,Surface,Fitness,3,453.33,,Completed,1359.99,35.0,Female,Michellefurt,,39,9819.22,Accessories,2023-07-27,9.83,25.71,Medium,8.44,0.49,1,Online Ads
T00830,C0334,2023-11-12,P217,Else,Home Goods,4,168.98,Debit Card,Pending,675.92,65.0,Male,Davisburgh,,33,784.5,Fitness,2024-11-07,1.56,26.28,Low,6.89,0.67,1,Social Media - X
T00831,C0128,2024-10-15,P192,Own,Accessories,4,303.11,Debit Card,Completed,1212.44,65.0,Male,New Isabelview,Silver,19,8828.34,Fitness,2023-05-18,4.86,18.25,Medium,9.4,0.72,0,Social Media - TikTok
T00832,C0036,2023-06-13,P487,Section,Electronics,4,233.12,Debit Card,,932.48,,Male,West Mollyland,,22,5498.92,Home Goods,2023-12-28,2.24,26.26,Low,3.72,0.36,0,Outlet
T00833,C0479,2023-10-04,P247,Create,Fitness,1,159.46,Apple Pay,Completed,159.46,60.0,Female,Martinezview,Gold,99,9548.94,Clothing,2023-01-19,8.32,20.82,Low,2.6,0.31,0,Outlet
T00834,C0347,2023-05-05,P179,Since,Clothing,4,97.9,Debit Card,Completed,391.6,27.0,Male,Matthewland,Bronze,7,413.73,Clothing,2024-05-17,2.57,19.7,Medium,13.09,0.41,0,Social Media - Instagram
T00835,C0224,2024-03-13,P691,Girl,Accessories,5,466.62,Apple Pay,Completed,2333.1,59.0,,Wilsonstad,Gold,1,1040.7,Electronics,2024-03-19,9.22,21.75,Medium,13.5,0.4,0,Social Media - X
T00836,C0157,2023-05-08,P395,Key,Electronics,5,17.5,PayPal,Canceled,87.5,41.0,Male,Herringland,Silver,47,5943.92,Fitness,2024-07-25,4.11,8.84,Medium,17.39,0.53,0,Social Media - Facebook
T00837,C0498,2024-02-28,P613,Word,Fitness,4,291.5,Credit Card,Pending,1166.0,46.0,Male,Port Michaelhaven,Bronze,2,4511.46,Clothing,2024-03-09,6.78,20.56,High,19.66,0.82,0,Online Ads
T00838,C0087,2024-08-13,P513,Across,Home Goods,5,237.35,Debit Card,Canceled,1186.75,54.0,Male,South Mercedes,Gold,39,2879.83,Fitness,2023-12-01,1.08,12.96,Low,9.61,0.55,1,Social Media - X
T00839,C0289,2024-02-16,P793,Guess,Fitness,1,415.37,Credit Card,Completed,415.37,56.0,,Paulstad,Gold,25,1493.65,Fitness,2023-12-29,9.68,9.23,Medium,7.18,0.8,0,Social Media - TikTok
T00840,C0184,2023-04-24,P503,Bar,Home Goods,5,446.81,Credit Card,Canceled,2234.05,18.0,Female,Michaelhaven,Bronze,38,7222.24,Home Goods,2024-02-15,6.85,20.16,Low,13.02,0.6,0,Social Media - X
T00841,C0373,2023-05-01,P252,Know,Accessories,4,442.32,Credit Card,Completed,1769.28,63.0,Female,,,27,6423.77,Home Goods,2024-11-03,2.91,15.19,Low,7.67,0.83,1,Outlet
T00842,C0388,2023-11-04,P292,Professor,Electronics,2,188.25,Apple Pay,Completed,376.5,38.0,Female,Teresaside,Silver,3,5218.68,Accessories,2024-02-25,2.62,25.65,Low,11.54,0.62,0,Social Media - Instagram
T00843,C0092,2024-11-10,P860,Better,Clothing,4,408.25,Debit Card,Completed,1633.0,40.0,Female,North Janice,Gold,23,9791.32,Clothing,2024-09-27,9.8,26.68,Low,15.56,0.58,1,Social Media - Instagram
T00844,C0427,2024-06-22,P895,Attention,Clothing,4,442.8,Credit Card,Pending,1771.2,60.0,Male,Port Meganfort,Platinum,9,9710.57,Clothing,2024-06-01,5.04,7.66,Medium,5.01,0.43,1,Outlet
T00845,C0457,2024-03-06,P934,Style,Accessories,3,203.31,Debit Card,Pending,609.9300000000001,,Male,Turnerchester,Silver,84,9428.54,Clothing,2024-04-13,10.0,28.96,Low,6.71,0.79,0,Social Media - Facebook
T00846,C0325,2023-02-05,P128,Leave,Home Goods,3,351.98,Credit Card,Completed,1055.94,60.0,Female,Millerchester,Platinum,18,9939.17,Home Goods,2024-02-28,9.17,7.13,Medium,16.53,0.5,0,Social Media - Instagram
T00847,C0050,2025-01-04,P193,Benefit,Accessories,5,295.9,Apple Pay,Canceled,1479.5,,Female,Margaretshire,Platinum,55,5920.3,Home Goods,2024-12-17,5.42,23.38,High,2.58,0.79,1,Online Ads
T00848,C0084,2024-05-07,P463,Support,Accessories,4,7.12,Apple Pay,Canceled,28.48,60.0,Female,North Joyceville,Platinum,99,8973.85,Fitness,2023-02-21,7.77,27.69,High,8.68,0.73,0,Social Media - Facebook
T00849,C0336,2024-01-11,P582,All,Accessories,1,299.95,Credit Card,Canceled,299.95,,Male,North Martha,Silver,44,6540.41,Electronics,2024-11-09,2.16,14.33,Medium,18.88,0.33,1,Online Ads
T00850,C0462,2023-11-01,P446,Present,Home Goods,2,269.9,Debit Card,Pending,539.8,53.0,,,Bronze,5,9133.55,Clothing,2023-12-02,6.72,9.73,Low,7.81,0.8,0,Online Ads
T00851,C0145,2023-04-26,P790,Draw,Home Goods,2,114.45,Debit Card,Pending,228.9,22.0,Male,Jacquelineview,Bronze,29,8784.68,Home Goods,2024-07-14,5.63,16.12,Medium,2.47,0.44,0,Social Media - X
T00852,C0170,2023-05-23,P713,Site,Accessories,4,425.6,Apple Pay,Pending,1702.4,43.0,Male,Welchborough,Bronze,4,7381.46,Home Goods,2024-11-18,1.29,19.07,Medium,2.32,0.96,0,Online Ads
T00853,C0291,2023-10-18,P910,Price,Fitness,1,15.19,PayPal,Pending,15.19,65.0,Male,North Dianeborough,Silver,92,8316.76,Electronics,2023-09-13,9.4,7.32,Low,9.56,0.75,1,Outlet
T00854,C0405,2024-06-12,P987,Character,Accessories,5,162.76,Debit Card,Pending,813.8,53.0,Male,West Jessicaville,Bronze,50,4982.8,Accessories,2023-03-26,5.0,10.26,Medium,2.89,0.72,0,Online Ads
T00855,C0172,2023-12-14,P384,Have,Clothing,2,208.12,Credit Card,Canceled,416.24,55.0,Female,North Robert,Platinum,59,9528.48,Electronics,2023-09-15,1.62,25.56,Medium,6.54,0.78,1,Social Media - X
T00856,C0500,2025-01-08,P304,Enter,Accessories,5,289.29,PayPal,Canceled,1446.45,60.0,Male,Lake Bonnieberg,Gold,96,4279.58,Accessories,2024-07-25,6.25,5.46,Medium,11.13,0.72,1,Outlet
T00857,C0147,2023-02-21,P423,Chair,Electronics,2,197.81,Debit Card,Canceled,395.62,33.0,Female,South Margaret,Silver,37,6671.36,Clothing,2023-07-01,4.73,26.78,High,4.24,0.9,0,Online Ads
T00858,C0156,2023-10-16,P197,Its,Home Goods,1,325.95,PayPal,Canceled,325.95,19.0,Male,East Elizabethport,Silver,36,2782.12,Accessories,2024-03-23,1.75,28.45,Low,13.75,0.79,0,Online Ads
T00859,C0437,2023-11-15,P829,Billion,Electronics,1,225.4,Debit Card,Pending,225.4,45.0,Male,North Michaeltown,Platinum,62,4447.13,Home Goods,2024-09-27,2.05,21.34,Low,9.68,0.84,1,Online Ads
T00860,C0424,2024-11-01,P938,Middle,Clothing,1,307.78,PayPal,Canceled,307.78,48.0,Male,Colonland,Gold,88,835.32,Electronics,2024-05-22,4.47,27.3,Medium,19.9,0.58,0,Outlet
T00861,C0085,2024-02-21,P646,Sea,Electronics,4,28.24,Apple Pay,Canceled,112.96,40.0,Male,Calebshire,Bronze,3,5128.46,Fitness,2024-12-17,4.08,11.39,Low,10.04,0.86,0,Social Media - X
T00862,C0025,2023-02-06,P946,Protect,Electronics,4,377.8,Debit Card,Pending,1511.2,,Male,West Jessicamouth,Platinum,26,6478.28,Home Goods,2024-08-10,5.86,16.25,High,10.65,0.88,0,Outlet
T00863,C0086,2023-08-19,P433,Real,Fitness,2,467.97,PayPal,Canceled,935.94,46.0,Female,Lake Danamouth,Bronze,33,5934.69,Fitness,2023-05-22,7.2,24.29,High,2.08,0.57,0,Online Ads
